Symbol,Name,Market cap (₹),Market cap,Price,Change %,Valume,Rel Volume,P/E,"EPS dil
TTM","EPS dil growth
TTM YoY","Div yield %
TTM",Analyst Rating
SMSLIFE,SMS LIFESCIENCES (I) LTD,"3,28,00,00,000",3.28 B,"1,100.70",-4.12%,292,0.51,14.44,76.21,371.37%,0.14%,ZENOTECH
WAAREE,WAAREE TECHNOLOGIES LIMITED,"3,28,00,00,000",3.28 B,304.6,-1.99%,1.4 K,0.12,—,-7.55,-151.50%,0.00%,—
OSIAHYPER,OSIA HYPER RETAIL LTD,"3,28,00,00,000",3.28 B,24.66,-5.01%,299.41 K,0.89,13.11,1.88,60.88%,0.00%,AAYUSH
KAYA,KAYA LTD,"3,27,00,00,000",3.27 B,250.2,-4.99%,12.9 K,0.5,—,-102.05,-54.33%,0.00%,—
ZENOTECH,ZENOTECH LABORATORIES LTD.,"3,26,00,00,000",3.26 B,53.47,-1.00%,8.77 K,0.89,65.41,0.82,-55.88%,0.00%,SANJIVIN
RVTH,REVATHI EQUIPMENT INDIA L,"3,26,00,00,000",3.26 B,"1,037.95",-5.00%,1.26 K,0.22,—,—,—,0.00%,—
GLOBALVECT,GLOBAL VEC HELICORP LTD,"3,26,00,00,000",3.26 B,233.35,-4.01%,8.85 K,1.08,—,-5.17,-241.31%,0.00%,—
MIRCELECTR,MIRC ELECTRONICS LTD,"3,26,00,00,000",3.26 B,14.07,-3.30%,594.51 K,0.97,—,-2.36,-196.35%,0.00%,—
MAHEPC,MAHINDRA EPC IRRIG LTD,"3,25,00,00,000",3.25 B,116.18,-3.21%,13.31 K,0.87,132.4,0.88,-16.19%,0.00%,—
SWANDEF,SWAN DEFENCE N HEVY IND L,"3,24,00,00,000",3.24 B,58.39,5.00%,393,—,—,-219.39,99.58%,0.00%,—
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,"3,23,00,00,000",3.23 B,30.99,-5.03%,199.19 K,0.66,—,-23.15,79.35%,0.00%,—
DYNPRO,DYNEMIC PRODUCTS LTD,"3,23,00,00,000",3.23 B,267.05,-5.82%,19.13 K,0.69,21.47,12.44,313.56%,0.00%,—
SANJIVIN,SANJIVANI PARANTERAL LTD.,"3,22,00,00,000",3.22 B,271.05,-4.99%,2.81 K,0.08,44.17,6.14,3.92%,0.00%,FREDUN
AAYUSH,AAYUSH WELLNESS LIMITED,"3,22,00,00,000",3.22 B,66.16,5.00%,253.92 K,1.28,132.16,0.5,2306.73%,0.00%,VAARAD
GPECO,GP ECO SOLUTIONS INDIA L,"3,22,00,00,000",3.22 B,277.75,-1.99%,24.6 K,1.2,—,—,—,0.00%,—
MAJESAUT,MAJESTIC AUTO LTD.,"3,22,00,00,000",3.22 B,309.75,-0.78%,5.88 K,1.41,23.09,13.42,-56.24%,1.61%,—
HUIL,HINDUSTHAN URBAN INFRASTRUCTUR,"3,21,00,00,000",3.21 B,"2,223.00",-5.35%,194,0.33,76.33,29.12,—,0.00%,—
BEMHY,BEMCO HYDRAULICS LTD.,"3,21,00,00,000",3.21 B,"1,465.90",-6.86%,73,0.29,34.06,43.04,23.89%,0.14%,—
FREDUN,FREDUN PHARMACEUTICALS LIMITED,"3,21,00,00,000",3.21 B,680.5,0.05%,8.06 K,1.98,18.41,36.95,29.18%,0.10%,INFINIUM
ALUFLUOR,ALUFLUORIDE LTD.,"3,20,00,00,000",3.2 B,409,-3.81%,5.06 K,0.76,14.65,27.92,38.05%,0.73%,MANAKSTEEL
RVHL,RAVINDER HEIGHTS LTD,"3,20,00,00,000",3.2 B,53.89,-5.01%,1.82 K,0.3,—,-0.32,-137.99%,0.00%,—
VAARAD,VAARAD VENTURES LTD,"3,20,00,00,000",3.2 B,12.79,-0.23%,2.43 K,1.95,—,-0.01,-19.79%,0.00%,BHATIA
AERPACE,AERPACE INDUSTRIES LIMITED,"3,20,00,00,000",3.2 B,21.41,-4.97%,108.07 K,0.36,—,-0.46,-387.63%,0.00%,—
AIRAN,AIRAN LTD,"3,19,00,00,000",3.19 B,25.45,-4.22%,228.21 K,1.82,11.97,2.13,147.69%,0.00%,—
QUINT,QUINT DIGITAL LIMITED,"3,19,00,00,000",3.19 B,67.55,-3.65%,31.1 K,3.49,—,-6.3,-151.69%,0.00%,—
MANAKSTEEL,MANAKSIA STEELS LTD,"3,19,00,00,000",3.19 B,49.13,0.53%,38.12 K,0.76,33.72,1.46,-68.27%,0.00%,RCAN
VIJSOLX,VIJAY SOLVEX LTD.,"3,19,00,00,000",3.19 B,997.6,-2.59%,639,0.44,14.2,70.24,—,0.00%,—
ITHL,INTERNATIONAL TRAVEL HOUSE LTD,"3,19,00,00,000",3.19 B,398.7,-0.36%,17.96 K,1.92,12.43,32.08,-19.81%,1.25%,GRAVISSHO
EXHICON,EXHICON EVENTS MEDIA SOLUTIONS,"3,19,00,00,000",3.19 B,246.05,-5.69%,41.5 K,1.04,20.27,12.14,21.82%,0.41%,—
RCAN,RAJESHWARI CANS LIMITED,"3,18,00,00,000",3.18 B,302.85,-1.99%,24 K,0.57,183.19,1.65,59.84%,0.00%,RUDRA
PRITIKAUTO,PRITIKA AUTO INDUS LTD,"3,16,00,00,000",3.16 B,18.65,-2.05%,189.8 K,0.64,19.33,0.97,-28.40%,0.00%,—
INDAG,INDAG RUBBER LTD.,"3,16,00,00,000",3.16 B,120.25,-2.16%,12.22 K,1.29,36.49,3.3,-55.87%,2.49%,—
COMFINTE,COMFORT INTECH LTD.,"3,16,00,00,000",3.16 B,9.87,-1.79%,478.16 K,1.86,15.61,0.63,54.48%,0.71%,—
MANCREDIT,MANGAL CREDIT N FINCORP L,"3,15,00,00,000",3.15 B,161.05,-2.20%,23.18 K,1.2,24.33,6.62,26.29%,0.37%,—
ELGIRUBCO,ELGI RUBBER CO. LTD,"3,15,00,00,000",3.15 B,63.03,-3.83%,45.22 K,0.9,28.79,2.19,—,0.00%,—
SUNDRMBRAK,SUNDARAMBRAKE LININGS LTD,"3,15,00,00,000",3.15 B,811.8,-5.00%,465,0.36,72.15,11.25,-62.07%,0.25%,—
GRAVISSHO,GRAVISS HOSPITALITY LTD.,"3,15,00,00,000",3.15 B,44.65,-4.98%,5.62 K,1.4,29.62,1.51,99.08%,0.00%,CINELINE
VIESL,VISION INFRA EQUIP SOL L,"3,14,00,00,000",3.14 B,127.1,-2.64%,25.6 K,0.41,—,—,—,0.00%,—
MULTIBASE,MULTIBASE INDIA LTD.,"3,14,00,00,000",3.14 B,248.8,-4.98%,10.83 K,0.77,21.61,11.52,19.39%,22.51%,—
INFINIUM,INFINIUM PHARMACHEM LTD,"3,13,00,00,000",3.13 B,225.15,-5.00%,9.5 K,1.48,32.98,6.83,-6.77%,0.00%,AMBALALSA
KAKA,KAKA INDUSTRIES LIMITED,"3,12,00,00,000",3.12 B,228.6,-7.00%,31.5 K,1.87,23.99,9.53,—,0.00%,—
MAWANASUG,MAWANA SUGARS LTD,"3,11,00,00,000",3.11 B,79.32,-5.41%,126.93 K,1.92,3.27,24.24,122.03%,8.81%,—
SCPL,SHEETAL COOL PRODUCTS LTD,"3,11,00,00,000",3.11 B,295.05,-2.07%,13.82 K,1.11,16.34,18.06,8.74%,0.00%,—
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LI,"3,11,00,00,000",3.11 B,30.96,-3.94%,50.42 K,1.27,18.16,1.71,-25.03%,0.00%,ESPRIT
INSPIRISYS,INSPIRISYS SOLUTIONS LTD,"3,10,00,00,000",3.1 B,78.4,-4.10%,11.21 K,0.69,13.39,5.86,4634.11%,0.00%,—
ESPRIT,ESPRIT STONES LTD,"3,10,00,00,000",3.1 B,101.75,-5.00%,57.6 K,2.65,—,—,—,0.00%,CMNL
RBS,RAMDEVBABA SOLVENT LTD,"3,10,00,00,000",3.1 B,109.5,-2.23%,25.6 K,1.1,15.34,7.14,—,0.00%,—
ARIES,ARIES AGRO LTD.,"3,10,00,00,000",3.1 B,233.2,-4.99%,21.26 K,2.03,9.45,24.68,104.86%,0.42%,—
BATLIBOI,BATLIBOI LTD.,"3,09,00,00,000",3.09 B,90.2,-5.55%,48.45 K,1.41,35.49,2.54,-25.24%,0.55%,—
GEE,GEE LTD.,"3,09,00,00,000",3.09 B,118.95,-2.50%,2.69 K,0.55,46.28,2.57,-30.71%,0.00%,—
BRNL,BHARAT ROAD NETWORK LTD,"3,09,00,00,000",3.09 B,36.44,-2.07%,45.03 K,0.51,2.49,14.62,—,0.00%,—
CLN,CLN ENERGY LIMITED,"3,08,00,00,000",3.08 B,292,-5.99%,29.4 K,0.46,—,—,—,0.00%,—
RAMAPHO,RAMA PHOSPHATES LTD,"3,08,00,00,000",3.08 B,87.27,-4.17%,12.75 K,0.5,27.56,3.17,—,0.00%,—
SHRADHA,SHRADHA INFRAPROJECTS LTD,"3,08,00,00,000",3.08 B,60.79,-1.04%,6.49 K,0.32,14.57,4.17,55.30%,0.66%,—
CINELINE,CINELINE INDIA LTD,"3,08,00,00,000",3.08 B,87.44,-5.01%,30.16 K,1.56,—,-3.39,-91.99%,0.00%,SHEMAROO
INVPRECQ,INVESTMENT & PRECISION CASTING,"3,07,00,00,000",3.07 B,614.4,-7.59%,4.88 K,1.56,63.24,9.72,-51.37%,0.16%,—
SOUTHWEST,SOUTH WEST PINNACLE LTD,"3,06,00,00,000",3.06 B,109.62,3.23%,55.86 K,1.2,33.13,3.31,0.32%,0.68%,—
GUJAPOLLO,GUJ. APOLLO IND. LTD.,"3,05,00,00,000",3.05 B,260.1,-3.24%,12.55 K,0.64,30.58,8.51,-17.82%,0.77%,—
SAKTHIFIN,SAKTHI FINANCE LTD.,"3,04,00,00,000",3.04 B,46.99,-2.27%,3.27 K,1.27,18.72,2.51,8.47%,1.70%,—
PODDARMENT,PODDAR PIGMENTS LTD,"3,04,00,00,000",3.04 B,290.35,-0.68%,2.85 K,0.72,11.66,24.9,-4.00%,1.40%,—
KBCGLOBAL,KBC GLOBAL LTD,"3,03,00,00,000",3.03 B,1.12,-2.61%,1.15 M,0.27,—,-0.47,-116.92%,0.00%,—
SYSTANGO,SYSTANGO TECHNOLOGIES LTD,"3,03,00,00,000",3.03 B,206.9,-5.63%,26 K,1.27,16.42,12.6,—,0.00%,—
KATARIA,KATARIA INDUSTRIES LTD,"3,03,00,00,000",3.03 B,110.95,1.14%,17.4 K,1.29,—,—,—,0.00%,—
CMNL,CHAMAN METALLICS LTD,"3,02,00,00,000",3.02 B,125,-2.34%,24 K,0.77,31,4.03,-49.42%,0.00%,NITINCAST
AMBALALSA,AMBALAL SARABHAI ENTERPRISES L,"3,02,00,00,000",3.02 B,39.36,-3.15%,104.73 K,0.56,21.22,1.86,392.75%,0.00%,GENNEX
COMSYN,COMMERCIAL SYN BAGS LTD,"3,01,00,00,000",3.01 B,75,0.48%,193.71 K,21.97,24.43,3.07,60.56%,0.00%,—
UMAEXPORTS,UMA EXPORTS LTD,"3,01,00,00,000",3.01 B,89.48,8.41%,78.59 K,2.04,18.07,4.95,65.21%,0.00%,—
ABMKNO,ABM KNOWLEDGEWARE LTD.,"3,00,00,00,000",3 B,150.2,-4.30%,11.61 K,1.26,18.77,8,29.58%,0.83%,—
GHVINFRA,GHV INFRA PROJECTS LIMITED,"3,00,00,00,000",3 B,208.05,1.99%,50,1,10.79,19.29,—,0.00%,—
VUENOW,VUENOW INFRATECH LIMITED,"3,00,00,00,000",3 B,129.37,-2.00%,5.66 K,0.13,36.78,3.52,4386.86%,0.00%,—
OILCOUNTUB,OIL COUNTRY TUBULAR LTD,"3,00,00,00,000",3 B,68.1,-5.01%,27.04 K,0.51,—,-8.12,43.41%,0.00%,—
BHATIA,BHATIA COMMUNICATIONS & RETAIL,"3,00,00,00,000",3 B,24.01,-0.54%,94.3 K,1.57,21.67,1.11,21.70%,0.12%,COMPEAU
UCAL,UCAL LTD,"2,99,00,00,000",2.99 B,137.02,-3.36%,10.06 K,1.05,—,-6.22,0.27%,1.48%,—
UDAYJEW,UDAY JEWELLERY INDUSTRIES LIMI,"2,99,00,00,000",2.99 B,135.85,-1.16%,2.37 K,0.47,30.29,4.49,-7.93%,0.00%,—
SHEMAROO,SHEMAROO ENTER. LTD.,"2,98,00,00,000",2.98 B,108.3,-5.26%,49.05 K,2.71,—,-34.52,-335.74%,0.00%,NDLVENTURE
LOKESHMACH,LOKESH MACHINES LTD,"2,97,00,00,000",2.97 B,161.5,-2.68%,35.55 K,0.38,56.85,2.84,-58.03%,0.00%,—
VIPCLOTHNG,VIP CLOTHING LTD,"2,97,00,00,000",2.97 B,32.33,-7.63%,130.39 K,1.08,—,-0.55,-38.28%,0.00%,—
NDLVENTURE,NDL VENTURES LTD,"2,97,00,00,000",2.97 B,88.74,-2.91%,10.8 K,1.83,386.33,0.23,-49.79%,1.14%,PHANTOMFX
YOGI,YOGI LIMITED,"2,96,00,00,000",2.96 B,98.6,-1.99%,19.37 K,3.52,—,-0.1,-2.31%,0.00%,—
PILITA,PIL ITALICA LIFESTYLE LTD,"2,96,00,00,000",2.96 B,12.59,-2.18%,147.48 K,0.58,62.64,0.2,0.25%,0.00%,—
NITINCAST,NITIN CASTINGS LIMITED,"2,96,00,00,000",2.96 B,575,-0.86%,13,0.03,24.09,23.87,16.78%,0.52%,VSTL
PHANTOMFX,PHANTOM DIGITAL EFF LTD,"2,96,00,00,000",2.96 B,217.95,-6.18%,24.6 K,0.42,11.13,19.58,12.67%,0.00%,UFO
COSMOFE,COSMO FERRITES LTD.,"2,95,00,00,000",2.95 B,245.2,-5.00%,937,0.31,—,-3.85,-253.45%,0.00%,—
VR,V R INFRASPACE LTD,"2,94,00,00,000",2.94 B,233.25,-4.99%,1.2 K,1.11,91.21,2.56,—,0.09%,—
IVC,IL&FS INVESTMENT MANAGERS,"2,94,00,00,000",2.94 B,9.36,-2.80%,257.7 K,1.37,51.32,0.18,-25.58%,7.49%,—
TIERRA,TIERRA AGROTECH LIMITED,"2,94,00,00,000",2.94 B,44.87,-1.51%,7.13 K,1.5,—,-1.69,75.72%,0.00%,—
MANOMAY,MANOMAY TEX INDIA LTD,"2,93,00,00,000",2.93 B,159.49,-2.55%,11.81 K,1.7,14.41,11.07,34.83%,0.00%,—
STARTECK,STARTECK FINANCE LTD,"2,92,00,00,000",2.92 B,293.2,0.86%,8.17 K,0.8,23.47,12.49,-54.94%,0.08%,—
HITECHCORP,HITECH CORPORATION LTD,"2,92,00,00,000",2.92 B,167.53,-4.30%,20.91 K,0.87,19.76,8.48,-39.78%,0.59%,—
VSTL,VIBHOR STEEL TUBES LTD,"2,92,00,00,000",2.92 B,152.46,-2.47%,13.72 K,0.55,23.66,6.44,—,0.00%,ASIIL
ASIIL,ASI INDUSTRIES LIMITED,"2,92,00,00,000",2.92 B,32.37,-6.50%,55.13 K,1.73,10.05,3.22,25.95%,1.08%,AZADIND
AFIL,AKME FINTRADE (INDIA) LTD,"2,90,00,00,000",2.9 B,68.02,-4.44%,284.58 K,1.51,8.5,8,—,0.00%,—
DGCONTENT,DIGICONTENT LTD,"2,89,00,00,000",2.89 B,50.31,-0.22%,5.03 K,0.53,12.12,4.15,—,0.00%,—
KALYANI,KALYANI CAST-TECH LIMITED,"2,88,00,00,000",2.88 B,401.65,-0.83%,7.25 K,0.94,23.8,16.88,—,0.00%,—
MADHAVIPL,MADHAV INFRA PROJECTS LIMITED,"2,88,00,00,000",2.88 B,10.7,-5.06%,281.8 K,1.07,17.67,0.61,-32.18%,0.00%,—
A2ZINFRA,A2Z INFRA ENGINEERING LTD,"2,88,00,00,000",2.88 B,15.75,-2.78%,237.5 K,1.25,73.98,0.21,—,0.00%,—
STARHFL,STAR HOUSING FINANCE LIMITED,"2,87,00,00,000",2.87 B,36.36,-1.97%,37.17 K,0.6,27.17,1.34,20.40%,0.21%,—
GENNEX,GENNEX LABORATORIES LTD.,"2,87,00,00,000",2.87 B,12.6,-3.08%,505.66 K,0.58,16.47,0.77,26.44%,0.00%,OXYGENTAPH
JAYSYNTH,JAYSYNTH ORGOCHEM LIMITED,"2,87,00,00,000",2.87 B,21.26,-1.98%,14.69 K,0.73,6.8,3.13,—,0.24%,—
UFO,UFO MOVIEZ INDIA LTD.,"2,87,00,00,000",2.87 B,73.39,-3.35%,79.38 K,0.96,17.45,4.21,75.94%,0.00%,GTTDATA
NATHBIOGEN,NATH BIO-GENES (I) LTD,"2,86,00,00,000",2.86 B,149.52,-4.90%,28.08 K,2.21,7.33,20.41,2.15%,1.33%,—
KOTARISUG,KOTHARI SUG & CHEM LTD.,"2,86,00,00,000",2.86 B,34.5,-1.93%,38.67 K,0.73,17.05,2.02,-64.73%,2.90%,—
SHRAAITECH,SHRADHA AI TECHNOLOGIES LIMITE,"2,86,00,00,000",2.86 B,46.84,-1.99%,7.86 K,0.23,30.65,1.53,84.10%,1.07%,—
BCCL,BHATIA COLOUR CHEM LIMITED,"2,85,00,00,000",2.85 B,232.9,-2.00%,4.8 K,0.55,71.28,3.27,26.11%,0.00%,—
GTTDATA,GTT DATA SOLUTIONS LIMITED,"2,84,00,00,000",2.84 B,74.23,-3.37%,8.76 K,0.47,—,-5.03,-6080.96%,0.00%,TIPSFILMS
SPECTSTM,SPECTRUM TALENT MGMT LTD,"2,84,00,00,000",2.84 B,123.05,-1.56%,16.8 K,1.48,23.26,5.29,-41.13%,0.00%,—
KAYCEEI,KAYCEE INDUSTRIES LTD.,"2,83,00,00,000",2.83 B,890.8,-2.00%,388,0.67,50.9,17.5,45.70%,0.13%,—
ATLANTAA,ATLANTAA LTD,"2,83,00,00,000",2.83 B,34.29,-2.00%,4.52 K,0.14,1.14,30.02,-12.27%,0.00%,—
GOYALSALT,GOYAL SALT LTD,"2,81,00,00,000",2.81 B,157,-3.09%,10.8 K,1.03,17.17,9.14,—,0.00%,—
DCMNVL,DCM NOUVELLE LTD,"2,81,00,00,000",2.81 B,155.55,-1.92%,121.75 K,7.32,35.47,4.38,—,0.00%,—
RIKHAV,RIKHAV SECURITIES LIMITED,"2,79,00,00,000",2.79 B,72.9,-4.95%,88 K,0.31,—,—,—,0.00%,—
MKEXIM,M. K. EXIM (INDIA) LTD.,"2,78,00,00,000",2.78 B,68.98,0.54%,37.63 K,1.07,—,—,—,0.72%,—
COASTCORP,COASTAL CORPORATION LTD,"2,78,00,00,000",2.78 B,208.97,-5.03%,27.82 K,2.12,—,-0.48,-477.86%,0.58%,—
MENNPIS,MENON PISTONS LTD.,"2,77,00,00,000",2.77 B,54.37,-1.02%,33.47 K,1.39,10.34,5.26,8.70%,1.84%,—
OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITE,"2,77,00,00,000",2.77 B,74.92,-1.99%,1.46 K,0.32,486.49,0.15,—,0.00%,CORALAB
AZADIND,AZAD INDIA MOBILITY LIMITED,"2,76,00,00,000",2.76 B,94.85,-4.82%,6.7 K,1.1,—,-10.6,-480.24%,0.00%,SKCIL
NITIRAJ,NITIRAJ ENGINEERS LTD,"2,76,00,00,000",2.76 B,269.7,-5.49%,40.91 K,0.19,22.47,12,166.39%,0.56%,—
TRL,TAYLORMADE RENEWABLES LIMITED,"2,75,00,00,000",2.75 B,247.6,-2.00%,9.06 K,0.45,41.27,6,221.24%,0.00%,—
NSL,NORTHERN SPIRITS LIMITED,"2,75,00,00,000",2.75 B,171.25,-3.90%,15.89 K,0.69,12.84,13.34,621.53%,0.15%,—
UNIVASTU,UNIVASTU INDIA LTD,"2,75,00,00,000",2.75 B,242.3,-1.88%,2.62 K,0.51,25.36,9.56,125.72%,0.00%,—
AUTOIND,AUTOLINE INDUSTRIES LTD,"2,74,00,00,000",2.74 B,70.08,-3.30%,142.26 K,1.89,16.97,4.13,363.73%,0.00%,—
GNRL,GUJARAT NATURAL RESOURCES LIMI,"2,74,00,00,000",2.74 B,21.35,4.91%,268.53 K,1.31,—,-0.44,-88.40%,0.00%,—
REFEXRENEW,REFEX RENEWABLES & INFRASTRUCT,"2,73,00,00,000",2.73 B,608.25,6.11%,4.64 K,4.14,—,-87.77,-75.45%,0.00%,—
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,"2,73,00,00,000",2.73 B,425.8,-4.56%,3.57 K,1.66,11.23,37.93,-13.65%,0.23%,NEWJAISA
MARKOLINES,MARKOLINES PAVEMENT TECHNOLOGI,"2,72,00,00,000",2.72 B,123.55,-3.48%,33.6 K,0.6,15.25,8.1,2.12%,0.81%,—
EMAIN,EMA PARTNERS INDIA LTD,"2,72,00,00,000",2.72 B,116.9,-0.93%,34 K,0.45,—,—,—,0.00%,—
FIDEL,FIDEL SOFTECH LTD,"2,71,00,00,000",2.71 B,115.75,-5.01%,18 K,2.25,20.48,5.65,27.11%,0.56%,—
AVEER,AVEER FOODS LIMITED,"2,70,00,00,000",2.7 B,671,-1.11%,409,0.56,79.51,8.44,46.14%,0.00%,—
SUPREMEINF,SUPREME INFRA. LTD,"2,70,00,00,000",2.7 B,87.91,-2.01%,2.67 K,0.57,—,-503.85,-7.62%,0.00%,—
ARYACAPM,ARYAMAN CAPITAL MARKETS LIMITE,"2,69,00,00,000",2.69 B,224.75,0.11%,625,0.02,27.89,8.06,199.53%,0.00%,—
CTL,CAPITAL TRADE LINKS LTD,"2,69,00,00,000",2.69 B,41.74,1.56%,62.31 K,2.38,40.38,1.03,-28.28%,0.00%,—
SIGMA,SIGMA SOLVE LTD,"2,67,00,00,000",2.67 B,259,-0.52%,31.69 K,1.29,15.14,17.11,96.23%,0.19%,—
TTL,T T LTD,"2,67,00,00,000",2.67 B,11.71,-1.68%,50.23 K,0.42,17.49,0.67,—,0.00%,—
JAYSREETEA,JAYSHREE TEA & INDUSTRIES,"2,66,00,00,000",2.66 B,92.42,-0.87%,60.68 K,0.45,10.98,8.41,15.26%,0.00%,—
INDTONER,INDIAN TONERS & DEVELOPERS LTD,"2,66,00,00,000",2.66 B,256.45,-3.63%,3.62 K,0.73,11.18,22.95,1.22%,1.75%,—
SKCIL,SHRI KESHAV CEMENTS AND INFRA,"2,65,00,00,000",2.65 B,151.55,-4.17%,2 K,0.06,410.93,0.37,—,0.00%,TALBROSENG
INDGELA,INDIA GELATINE & CHEMICALS LTD,"2,65,00,00,000",2.65 B,374,-0.03%,1.19 K,0.55,22.7,16.47,-64.25%,2.94%,—
GARNETINT,GARNET INTERNATIONAL LTD.,"2,65,00,00,000",2.65 B,134.85,1.12%,16.35 K,0.86,—,-1.6,-938.56%,0.00%,—
MARALOVER,MARAL OVERSEAS LTD,"2,65,00,00,000",2.65 B,63.68,-5.20%,19.31 K,0.48,—,-4.36,-9.50%,0.00%,—
LLFICL,LEADING LEASING FINANCE AND IN,"2,64,00,00,000",2.64 B,6,0.84%,12.2 M,33.58,461.54,0.01,-98.95%,0.00%,—
DEVIT,DEV INFO TECHNOLOGY LTD,"2,64,00,00,000",2.64 B,116.68,-6.21%,85.19 K,0.63,14.76,7.91,106.73%,0.43%,—
DPEL,DIVINE POWER ENERGY LTD,"2,64,00,00,000",2.64 B,96.5,-3.74%,12 K,0.54,—,—,—,0.00%,—
KELENRG,KELTECH ENERGIES LTD.,"2,64,00,00,000",2.64 B,"2,639.35",-10.44%,2.55 K,2.89,10.88,242.66,22.55%,0.06%,—
CORALAB,CORAL LABORATORIES LTD.,"2,63,00,00,000",2.63 B,737.3,-2.95%,1.83 K,0.55,9.71,75.9,197.65%,0.27%,TLL
ANYA,ANYA POLYTECH & FERTI LTD,"2,63,00,00,000",2.63 B,21.9,-4.78%,90 K,0.34,—,—,—,0.00%,—
DRCSYSTEMS,DRC SYSTEMS INDIA LTD,"2,62,00,00,000",2.62 B,19.72,-1.74%,121.68 K,0.58,17.98,1.1,63.46%,0.00%,—
ESSENTIA,INTEGRA ESSENTIA LTD,"2,62,00,00,000",2.62 B,2.45,-2.78%,2.63 M,1.04,23.42,0.1,-12.32%,0.00%,—
VINTRON,VINTRON INFORMATICS LTD.,"2,62,00,00,000",2.62 B,26.38,-7.37%,169.66 K,1.28,4.48,5.89,—,0.00%,—
PATELSAI,PATELS AIRTEMP (INDIA) LTD.,"2,61,00,00,000",2.61 B,477,-2.49%,6.08 K,1.21,—,—,—,0.63%,—
TALBROSENG,TALBROS ENGINEERING LIMITED,"2,61,00,00,000",2.61 B,513.85,-3.06%,2.65 K,3.29,13.55,37.93,6.26%,0.78%,SAHYADRI
GLOBAL,GLOBAL EDUCATION LTD,"2,61,00,00,000",2.61 B,51.37,1.48%,54.64 K,0.91,8.94,5.74,-24.08%,3.70%,—
NEWINFRA,NEWTIME INFRASTRUCTURE LIMITED,"2,60,00,00,000",2.6 B,4.96,1.64%,24.4 K,0.3,58.7,0.08,—,0.00%,—
PANSARI,PANSARI DEVELOPERS LTD,"2,60,00,00,000",2.6 B,149.09,-4.86%,1.62 K,0.38,72.1,2.07,-14.02%,0.00%,—
GRCL,GAYATRI RUBB AND CHEM LTD,"2,59,00,00,000",2.59 B,452,-4.81%,250,0.43,116.85,3.87,—,0.00%,—
PANAENERG,PANASONIC ENERGY INDIA COMPANY,"2,59,00,00,000",2.59 B,345.25,-2.00%,6.14 K,0.97,22.19,15.56,146.72%,2.56%,—
TLL,TRIDENT LIFELINE LIMITED,"2,59,00,00,000",2.59 B,225,-6.25%,600,0.21,—,—,—,0.00%,BROOKS
DENEERS,DE NEERS TOOLS LTD,"2,59,00,00,000",2.59 B,301.1,-4.34%,14.4 K,1.35,20.1,14.98,—,0.00%,—
BROOKS,BROOKS LAB LTD,"2,58,00,00,000",2.58 B,98.1,-8.58%,107.59 K,3.05,—,-7.92,-40.62%,0.00%,NURECA
TRUST,TRUST FINTECH LTD,"2,57,00,00,000",2.57 B,95.2,-2.01%,1.2 K,0.03,19.15,4.97,—,0.00%,—
TREJHARA,TREJHARA SOLUTIONS LTD,"2,57,00,00,000",2.57 B,178.21,-4.50%,36.92 K,1.81,19.86,8.97,—,0.00%,—
NAMAN,NAMAN IN-STORE (INDIA) L,"2,57,00,00,000",2.57 B,78.5,-4.56%,32.8 K,2.75,—,—,—,0.00%,—
VALIANT,VALIANT COMMUNICATIONS LTD.,"2,57,00,00,000",2.57 B,336.8,-0.75%,10.56 K,0.32,32.6,10.33,62.65%,0.00%,—
ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,"2,57,00,00,000",2.57 B,455,-6.19%,15 K,2.54,—,—,—,0.00%,—
SEML,SUNRISE EFFICIENT MARKETING LI,"2,57,00,00,000",2.57 B,171.4,-0.35%,27 K,0.36,28.73,5.97,-10.27%,0.00%,—
IWP,THE INDIAN WOOD PRODUCTS CO. L,"2,56,00,00,000",2.56 B,40.07,-1.62%,19.39 K,1.54,43.84,0.91,125.96%,0.25%,—
SAHYADRI,SAHYADRI INDUSTRIES LTD,"2,56,00,00,000",2.56 B,232.1,-6.22%,12.22 K,1.77,13.05,17.79,-27.35%,0.43%,SIYARAM
MKPL,M K PROTEINS LTD,"2,56,00,00,000",2.56 B,6.83,-1.44%,153.2 K,0.55,22.43,0.3,7.37%,0.00%,—
ANIKINDS,ANIK INDUSTRIES LTD,"2,56,00,00,000",2.56 B,91.72,-3.73%,34.3 K,2,—,-0.19,-115.27%,0.00%,—
SUMIT,SUMIT WOODS LTD,"2,55,00,00,000",2.55 B,83.36,-5.00%,25.6 K,0.67,27.42,3.04,64.32%,0.00%,—
GUJTLRM,GUJARAT TOOLROOM LTD.,"2,55,00,00,000",2.55 B,1.83,-4.69%,3.82 M,0.22,0.92,1.99,344.23%,6.65%,—
TRUEGREEN,TRUE GREEN BIO ENERGY LIMITED,"2,55,00,00,000",2.55 B,87.45,-5.00%,584,0.4,—,-0.4,29.53%,0.00%,—
SUPER,SUPER SALES INDIA LTD.,"2,54,00,00,000",2.54 B,828.35,-0.80%,857,0.57,—,-6.81,-107.74%,0.85%,—
